wUnnamed: 0wНазвание автоwЦенаwНовизнаwСтепень новизныwГод выпускаwПробегwКузовwОценка пробегаwЦветwОбъем двигателяwМощность двигателяwТип двигателяwНалогwКоробка передачwПриводwРульwСостояниеwВладельцыwСумма по кредитуwБезопасностьwЗащита от угонаwКомфортwМультимедиаwОбзорwСалонwЭлементы экстерьера
0w0wMercedes-Benz E-Класс IV (W212, S212, C207)w1175000w3wНовыйw2011w153000wседанwБольшой пробегwбелыйw3.5w272wБензинw40800wавтоматическаяwполныйwЛевыйwНе требует ремонтаw3 или болееw22650w9.0w4.0w15.0w5.0w8.0w14.0w2.0
1w1wMercedes-Benz AMG GT I Рестайлингw7890000w4wНовейшийw2019w21000wлифтбекwНемного использованныйwчёрныйw3.0w367wБензинw110100wроботизированнаяwполныйwЛевыйwНе требует ремонтаw1 владелецw96200w13.0w4.0w23.0w9.0w8.0w14.0w3.0
2w2wMercedes-Benz V-Класс IIw20995000w4wНовейшийw2020w1wминивэнwКак новыйwчёрныйw2.1w190wДизельw10450wавтоматическаяwполныйwЛевыйwНе требует ремонтаw1 владелецw-w13.0w4.0w13.0w5.0w6.0w10.0w4.0
3w3wMercedes-Benz R-Класс I Рестайлингw830000w2wСредних летw2009w184000wминивэнwБольшой пробегwчёрныйw3.5w272wБензинw40800wавтоматическаяwполныйwЛевыйwНе требует ремонтаw3 или болееw16000w1.0w0.0w5.0w0.0w1.0w4.0w1.0
4w4wMercedes-Benz E-Класс IV (W212, S212, C207) Рестайлингw1750000w3wНовыйw2013w80000wкупе-хардтопwСтандартный срокwкоричневыйw3.5w306wБензинw45900wавтоматическаяwполныйwЛевыйwНе требует ремонтаw3 или болееw33700w13.0w3.0w15.0w5.0w6.0w12.0w2.0
5w5wMercedes-Benz E-Класс AMG V (W213) Рестайлингw8699000w4wНовейшийw2020w19000wседанwКак новыйwчёрныйw4.0w612wБензинw91800wавтоматическаяwполныйwЛевыйwНе требует ремонтаw1 владелецw96200w17.0w4.0w22.0w10.0w9.0w19.0w5.0
6w6wMercedes-Benz C-Класс IV (W205)w1440000w3wНовыйw2014w65000wседанwСредняя степень использованияwбелыйw1.6w156wБензинw7020wавтоматическаяwзаднийwЛевыйwНе требует ремонтаw1 владелецw27750w12.0w2.0w12.0w5.0w5.0w8.0w2.0
7w7wMercedes-Benz E-Класс IV (W212, S212, C207)w1175000w3wНовыйw2011w153000wседанwБольшой пробегwбелыйw3.5w272wБензинw40800wавтоматическаяwполныйwЛевыйwНе требует ремонтаw3 или болееw22650w9.0w4.0w15.0w5.0w8.0w14.0w2.0
8w8wMercedes-Benz C-Класс II (W203)wот 214000w1wУстаревшийw2001w290000wседанwБольшой пробегwсинийw2.6w170wБензинw7650wавтоматическаяwзаднийwЛевыйwНе требует ремонтаw3 или болееw-w2.0w1.0w8.0w1.0w4.0w5.0w1.0
